name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
VST: ReaVocode (Cockos),ReaVocode,Cockos,VST,False,Pitch/Pitch shift,Pitch; Pitch/Pitch shift,,high,False,Pitch/PitchShift,Pitch;Pitch/Pitch shift;Pitch/PitchShift,,high,False,True,,1072,C:\Program Files\REAPER (x64)\Plugins\FX\reavocode.dll,Pitch/Time,Pitch/Time,Pitch: Pitch shift,Pitch,FX,v6 pitch/time,No strong keyword match; needs review.; Existing pitch category.,,,,,Pitch: Pitch shift,Pitch,Pitch/Pitch shift,['Pitch'],,,,,,,,False,0.0,False,cockos|reavocode,True,,False,web,True,web
VST: ReaVoice (Cockos),ReaVoice,Cockos,VST,False,Pitch/Pitch shift,Pitch; Pitch/Pitch shift,,high,False,Pitch/PitchShift,Pitch;Pitch/Pitch shift;Pitch/PitchShift,,high,False,True,,1073,C:\Program Files\REAPER (x64)\Plugins\FX\reavoice.dll,Pitch/Time,Pitch/Time,Pitch: Pitch shift,Pitch,FX,v6 pitch/time,No strong keyword match; needs review.; Existing pitch category.,,,,,Pitch: Pitch shift,Pitch,Pitch/Pitch shift,['Pitch'],,,,,,,,False,0.0,False,cockos|reavoice,True,,False,web,True,web
VST: ReaXcomp (Cockos),ReaXcomp,Cockos,VST,False,Dynamics/Compressor,Dynamics; Dynamics/Compressor,,high,False,Dynamics/Compressor,Dynamics;Dynamics/Compressor,,high,False,False,,1074,C:\Program Files\REAPER (x64)\Plugins\FX\reaxcomp.dll,Dynamics,Dynamics,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Control,compressor keyword,Name indicates compressor.,,,,,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Dynamics/Compressor,"['Dynamics', 'Dynamics/Compressor']",,,,,,,,False,0.0,False,cockos|reaxcomp,True,,True,comp_kw,True,auto_strict
VST: ReaXcomp (ReaPlugs Edition) (Cockos),ReaXcomp (ReaPlugs Edition),Cockos,VST,False,Dynamics/Compressor,Dynamics; Dynamics/Compressor,,high,False,Dynamics/Compressor,Dynamics;Dynamics/Compressor,,high,False,False,,1075,C:\Program Files\Common Files\VST2\VSTPlugins\reaxcomp-standalone.dll,Dynamics,Dynamics,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Control,compressor keyword,Name indicates compressor.,,,,,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Dynamics/Compressor,"['Dynamics', 'Dynamics/Compressor']",,,,,,,,False,0.0,False,cockos|reaxcomp (reaplugs edition),True,,True,comp_kw,True,auto_strict
VST3: ReCenter (BOOM Interactive),ReCenter,BOOM Interactive,VST3,False,Spatial/Stereo Tool,Spatial; Spatial/Stereo Tool,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Spatial;Spatial/Stereo Tool,,high,False,False,,1076,C:\Program Files\Common Files\VST3\ReCenter.vst3,Spatial/Imaging,Spatial/Imaging,Spatial: Stereo Tool,Spatial,Width,v6 spatial,No strong keyword match; needs review.; Stereo imaging tool.,,,,,Spatial: Stereo Tool,Spatial,Spatial/Stereo Tool,['Spatial'],,,,,,,,False,0.0,False,boom interactive|recenter,True,,True,name/format heuristic,True,auto_strict
VST: ReCenter (BOOM Interactive),ReCenter,BOOM Interactive,VST,False,Spatial/Stereo Tool,Spatial; Spatial/Stereo Tool,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Spatial;Spatial/Stereo Tool,,high,False,False,,1077,C:\Program Files\Steinberg\VSTPlugins\ReCenter.dll,Spatial/Imaging,Spatial/Imaging,Spatial: Stereo Tool,Spatial,Width,v6 spatial,No strong keyword match; needs review.; Stereo imaging tool.,,,,,Spatial: Stereo Tool,Spatial,Spatial/Stereo Tool,['Spatial'],,,,,,,,False,0.0,False,boom interactive|recenter,True,,True,name/format heuristic,True,auto_strict
VST3: Rechoir (igorski.nl),Rechoir,igorski.nl,VST3,False,Delay/Echo,Delay; Delay/Echo,,high,False,Delay/Echo,Delay;Delay/Echo,,high,False,False,,1078,C:\Program Files\Common Files\VST3\Rechoir.vst3,Reverb,Reverb,Delay,Delay,FX,override v6->Delay by name keyword | v6 delay,Name indicates delay/echo.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.0,False,igorski.nl|rechoir,True,,True,delay_kw,True,auto_strict
VST: Recurve (airwindows),Recurve,airwindows,VST,False,Dynamics/Compressor,Dynamics/Compressor; Saturation/General,,high,False,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,,high,False,False,,1079,C:\Program Files\Common Files\VST2\Airwindows\Recurve64.dll,Saturation/Distortion,Saturation/Distortion,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,Dynamics/Compressor,"['Dynamics/Compressor', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|recurve,True,,True,name/format heuristic,True,auto_strict
VST3: Refire (Outobugi),Refire,Outobugi,VST3,False,ChannelStrip,ChannelStrip,,high,False,ChannelStrip,ChannelStrip,,high,False,False,,1080,C:\Program Files\Common Files\VST3\Refire.vst3,MultiFX/ChannelStrip,MultiFX/ChannelStrip,ChannelStrip,ChannelStrip,Tracks;Bus,v6 multix,No strong keyword match; needs review.; Existing category indicates channelstrip.,,,,,ChannelStrip,ChannelStrip,ChannelStrip,['ChannelStrip'],,,,,,,,False,0.0,False,outobugi|refire,True,,True,name/format heuristic,True,auto_strict
VST3: Regrader (igorski.nl),Regrader,igorski.nl,VST3,False,LoFi/Bitcrush_Degrade,LoFi; LoFi/Bitcrush_Degrade,,high,False,LoFi/Bitcrush_Degrade,LoFi;LoFi/Bitcrush_Degrade,,high,False,False,,1081,C:\Program Files\Common Files\VST3\regrader.vst3,LoFi/Degrade,LoFi/Degrade,LoFi: Bitcrush/Degrade,LoFi,Texture,v6 lofi,No strong keyword match; needs review.; Existing degrade category.,,,,,LoFi: Bitcrush/Degrade,LoFi,LoFi/Bitcrush_Degrade,['LoFi'],,,,,,,,False,0.0,False,igorski.nl|regrader,True,,True,name/format heuristic,True,auto_strict
VST: Remap (airwindows),Remap,airwindows,VST,False,Utility/Other,Saturation/General; Utility/Other,,high,False,Distortion/Waveshaper,Distortion/Waveshaper;Saturation/General;Utility/Other;Distortion;Waveshaper,,high,False,False,Airwindows plugin mapped by name; key ones web-verified.,1082,C:\Program Files\Common Files\VST2\Airwindows\Remap64.dll,Saturation/Distortion,Saturation/Distortion,Utility/Other,Saturation/General;Utility/Other,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Utility/Other,Saturation/General;Utility/Other,Utility/Other,"['Saturation/General', 'Utility/Other']",,,,,,,,False,0.0,False,airwindows|remap,True,,True,name/format heuristic,True,auto_strict
VST3: Renegate (Auburn Sounds),Renegate,Auburn Sounds,VST3,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,False,,1083,C:\Program Files\Common Files\VST3\Auburn Sounds Renegate-64.vst3,Gate/TranceGate,Dynamics; Gate/TranceGate,Dynamics/GateExpander,Dynamics/GateExpander,Bus/Groups;Bus/Tracks,gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander,Dynamics/GateExpander,['Dynamics/GateExpander'],,,,,,,,False,0.0,False,auburn sounds|renegate,True,,True,keyword: gate/expander,True,auto_strict
"VST: Replicant (Audio Damage, Inc.)",Replicant,"Audio Damage, Inc.",VST,False,Experimental/Spectral/Granular,Experimental; Experimental/Spectral/Granular,,high,False,Experimental/Spectral/Granular,Experimental;Experimental/Spectral/Granular,,high,False,False,,1084,C:\Program Files\Steinberg\VSTPlugins\Audio Damage\Replicant.dll,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Experimental/Spectral/Granular,Experimental,SoundDesign,v6 glitch/gran/spectral,No strong keyword match; needs review.; Existing experimental category.,,,,,Experimental/Spectral/Granular,Experimental,Experimental/Spectral/Granular,['Experimental'],,,,,,,,False,0.0,False,"audio damage, inc.|replicant",True,,True,name/format heuristic,True,auto_strict
VST: Replika (Native Instruments GmbH),Replika,Native Instruments GmbH,VST,False,Delay,Delay,,high,False,Delay,Delay,,high,False,False,,1085,C:\Program Files\VSTPlugins\Acon Digital\Replika.dll,Delay,Delay,Delay,Delay,FX,v6 delay,No strong keyword match; needs review.; NI Replika is a delay.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.8,False,native instruments gmbh|replika,True,,True,name/format heuristic,True,auto_strict
VST3: Replika (Native Instruments),Replika,Native Instruments,VST3,False,Delay,Delay,,high,False,Delay,Delay,,high,False,False,,1086,C:\Program Files\Common Files\VST3\Replika.vst3,Delay,Delay,Delay,Delay,FX,v6 delay,No strong keyword match; needs review.; NI Replika is a delay.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.8,False,native instruments|replika,True,,True,name/format heuristic,True,auto_strict
VST: ResEQ (airwindows),ResEQ,airwindows,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1087,C:\Program Files\Common Files\VST2\Airwindows\ResEQ64.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,airwindows|reseq,True,,True,eq_kw,True,auto_strict
VST: ResEQ2 (airwindows),ResEQ2,airwindows,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1088,C:\Program Files\Common Files\VST2\Airwindows\ResEQ264.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,airwindows|reseq2,True,,True,name/format heuristic,True,auto_strict
VST: Reverb (airwindows),Reverb,airwindows,VST,False,Reverb/Algorithmic,Reverb/Algorithmic; Spatial/StereoImaging,,high,False,Reverb/Algorithmic,Reverb/Algorithmic;Spatial/StereoImaging,,high,False,False,,1089,C:\Program Files\Common Files\VST2\Airwindows\Reverb64.dll,Reverb,Reverb,Reverb/Algorithmic,Reverb/Algorithmic;Spatial/StereoImaging,Bus/FX;IDM/SoundDesign,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Reverb/Algorithmic,Reverb/Algorithmic;Spatial/StereoImaging,Reverb/Algorithmic,"['Reverb/Algorithmic', 'Spatial/StereoImaging']",,,,,,,,False,0.0,False,airwindows|reverb,True,,True,reverb_kw,True,auto_strict
VST: reverseDelay (EmRys),reverseDelay,EmRys,VST,False,Delay/Reverse,Delay/Reverse; FX/Delay,,high,False,Delay/Reverse,Delay/Reverse;FX/Delay,,high,False,False,,1090,C:\Program Files\Common Files\VST2\reverseDelay_x64.dll,Delay,Delay,Delay/Reverse,Delay/Reverse;FX/Delay,Bus/FX;IDM/SoundDesign,v6 delay,,,,,,Delay/Reverse,Delay/Reverse;FX/Delay,Delay/Reverse,"['Delay/Reverse', 'FX/Delay']",,,,,,,,False,0.0,False,emrys|reversedelay,True,,True,delay_kw,True,auto_strict
VST: RezzoEQ (EvilTurtleProductions),RezzoEQ,EvilTurtleProductions,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1091,C:\Program Files\Common Files\VST3\RezzoEQ.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,evilturtleproductions|rezzoeq,True,,True,eq_kw,True,auto_strict
VST3: RezzoEQ (EvilTurtleProductions),RezzoEQ,EvilTurtleProductions,VST3,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1092,C:\Program Files\Common Files\VST3\RezzoEQ.vst3,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,evilturtleproductions|rezzoeq,True,,True,eq_kw,True,auto_strict
VST: RhythmDelayFree (D10Labo),RhythmDelayFree,D10Labo,VST,False,Delay/Echo,Delay; Delay/Echo,,high,False,Delay/Echo,Delay;Delay/Echo,,high,False,False,,1093,C:\Program Files\Steinberg\VSTPlugins\RhythmDelayFree.dll,Delay,Delay,Delay,Delay,FX,v6 delay,Name indicates delay/echo.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.0,False,d10labo|rhythmdelayfree,True,,True,delay_kw,True,auto_strict
VST: Ribs (Eugene Yakshin),Ribs,Eugene Yakshin,VST,False,Experimental/Spectral/Granular,Experimental; Experimental/Spectral/Granular,,high,False,Experimental/Spectral/Granular,Experimental;Experimental/Spectral/Granular,,high,False,False,,1094,C:\Program Files\VSTPlugins\Ribs_x64.dll,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Experimental/Spectral/Granular,Experimental,SoundDesign,v6 glitch/gran/spectral,No strong keyword match; needs review.; Existing experimental category.,,,,,Experimental/Spectral/Granular,Experimental,Experimental/Spectral/Granular,['Experimental'],,,,,,,,False,0.0,False,eugene yakshin|ribs,True,,True,name/format heuristic,True,auto_strict
VST: Righteous4 (airwindows),Righteous4,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,1095,C:\Program Files\Common Files\VST2\Airwindows\Righteous464.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|righteous4,True,,True,name/format heuristic,True,auto_strict
VST: RightoMono (airwindows),RightoMono,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,1096,C:\Program Files\Common Files\VST2\Airwindows\RightoMono64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|rightomono,True,,True,name/format heuristic,True,auto_strict
VST: RingModulator (airwindows),RingModulator,airwindows,VST,False,Modulation/RingMod,FX/Modulation; Modulation/RingMod,,high,False,Modulation/RingMod,FX/Modulation;Modulation/RingMod,,high,False,False,,1097,C:\Program Files\Common Files\VST2\Airwindows\RingModulator64.dll,Saturation/Distortion,Saturation/Distortion,Modulation/RingMod,FX/Modulation;Modulation/RingMod,Bus/FX;IDM/SoundDesign,override v6->Modulation by name keyword | v6 modulation,,,,,,Modulation/RingMod,FX/Modulation;Modulation/RingMod,Modulation/RingMod,"['FX/Modulation', 'Modulation/RingMod']",,,,,,,,False,0.0,False,airwindows|ringmodulator,True,,True,name/format heuristic,True,auto_strict
"VST3: RoughRider3 (Audio Damage, Inc.)",RoughRider3,"Audio Damage, Inc.",VST3,False,Dynamics/Compressor,Dynamics/Compressor; Dynamics/Compressor/VCA,,high,False,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,,high,False,False,,1098,C:\Program Files\Common Files\VST3\RoughRider3.vst3,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Drums;Bus/Tracks;FXBus,verified: compressor,,,,,,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Dynamics/Compressor,"['Dynamics/Compressor', 'Dynamics/Compressor/VCA']",,,,,,,,False,0.0,False,"audio damage, inc.|roughrider3",True,,True,name/format heuristic,True,auto_strict
"VST: RoughRider3 (Audio Damage, Inc.)",RoughRider3,"Audio Damage, Inc.",VST,False,Dynamics/Compressor,Dynamics/Compressor; Dynamics/Compressor/VCA,,high,False,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,,high,False,False,,1099,C:\Program Files\Steinberg\VSTPlugins\Audio Damage\RoughRider3.dll,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Drums;Bus/Tracks;FXBus,verified: compressor,,,,,,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Dynamics/Compressor,"['Dynamics/Compressor', 'Dynamics/Compressor/VCA']",,,,,,,,False,0.0,False,"audio damage, inc.|roughrider3",True,,True,name/format heuristic,True,auto_strict
VST3: Ruina (Noise Engineering),Ruina,Noise Engineering,VST3,False,Generator/Noise,Generator; Generator/Noise,,high,False,Distortion/Distortion,Generator;Generator/Noise,,high,False,True,,1100,C:\Program Files\Common Files\VST3\Noise Engineering\Ruina.vst3,Noise/Generator,Noise/Generator,Generator: Noise,Generator,Noise,v6 noise,No strong keyword match; needs review.; Noise generator.,,,,,Generator: Noise,Generator,Generator/Noise,['Generator'],,,,,,,,False,1.0,False,noise engineering|ruina,True,,False,,True,web
VST: SampleDelay (airwindows),SampleDelay,airwindows,VST,False,Delay/Echo,Delay/Echo; Reverb/Algorithmic,,high,False,Amp/Amp,Delay/Echo;Reverb/Algorithmic,,high,False,False,,1101,C:\Program Files\Common Files\VST2\Airwindows\SampleDelay64.dll,Delay,Delay,Delay/Echo,Delay/Echo;Reverb/Algorithmic,Bus/Tracks;Instrument,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Delay/Echo,Delay/Echo;Reverb/Algorithmic,Delay/Echo,"['Delay/Echo', 'Reverb/Algorithmic']",,,,,,,,False,0.8,False,airwindows|sampledelay,True,,True,keyword: amp sim,True,auto_strict
VST3: SampleSwap (Soifer Sound),SampleSwap,Soifer Sound,VST3,False,Guitar/Amp_Cab,Amp; Guitar/Amp_Cab,,high,False,Guitar/Amp_Cab,Amp;Guitar/Amp_Cab,,high,False,False,,1102,C:\Program Files\Common Files\VST3\SoiferSound_SampleSwap.vst3,Utility/Routing,Utility/Routing,Guitar: Amp/Cab,Amp;Guitar: Amp/Cab,Guitar,override v6->Amp/Cab/Guitar by name keyword | v6 amp,Name indicates amp/cab processing.,,,,,Guitar: Amp/Cab,Amp;Guitar: Amp/Cab,Guitar/Amp_Cab,"['Amp', 'Guitar/Amp_Cab']",,,,,,,,False,0.0,False,soifer sound|sampleswap,True,,True,name/format heuristic,True,auto_strict
VST3: SC AutoFilter (Stagecraft Software),SC AutoFilter,Stagecraft Software,VST3,False,Filter/EnvelopeFollower,FX/Filter; Filter/EnvelopeFollower,,high,False,Filter/EnvelopeFollower,FX/Filter;Filter/EnvelopeFollower,,high,False,False,,1103,C:\Program Files\Common Files\VST3\VST3\SC AutoFilter.vst3,EQ/Filter,EQ/Filter; Modulation,Filter/EnvelopeFollower,FX/Filter;Filter/EnvelopeFollower,Bus/FX;IDM/SoundDesign,filter subtype keyword,,,,,,Filter/EnvelopeFollower,FX/Filter;Filter/EnvelopeFollower,Filter/EnvelopeFollower,"['FX/Filter', 'Filter/EnvelopeFollower']",,,,,,,,False,0.9,False,stagecraft software|sc autofilter,True,,True,name/format heuristic,True,auto_strict
VST3: SC BitCrusher (Stagecraft Software),SC BitCrusher,Stagecraft Software,VST3,False,LoFi/Bitcrush,FX/LoFi; LoFi/Bitcrush,,high,False,LoFi/Bitcrush,FX/LoFi;LoFi/Bitcrush,,high,False,False,,1104,C:\Program Files\Common Files\VST3\VST3\SC BitCrusher.vst3,LoFi/Degrade,LoFi/Degrade; Saturation/Distortion,LoFi/Bitcrush,FX/LoFi;LoFi/Bitcrush,,v6 lofi,,,,,,LoFi/Bitcrush,FX/LoFi;LoFi/Bitcrush,LoFi/Bitcrush,"['FX/LoFi', 'LoFi/Bitcrush']",,,,,,,,False,0.0,False,stagecraft software|sc bitcrusher,True,,True,name/format heuristic,True,auto_strict
VST: Scrubby (Destroy FX),Scrubby,Destroy FX,VST,False,Glitch/Buffer_Stutter,Glitch; Glitch/Buffer_Stutter,,high,False,Glitch/Buffer_Stutter,Glitch;Glitch/Buffer_Stutter,,high,False,False,,1105,C:\Program Files (x86)\Steinberg\VSTPlugins\dfx Scrubby.dll,Delay,Delay; Glitch/Granular/Spectral,Glitch: Buffer/Stutter,Glitch,IDM,v6 delay,No strong keyword match; needs review.; Destroy FX Buffer Override is a classic buffer/stutter.,,,,,Glitch: Buffer/Stutter,Glitch,Glitch/Buffer_Stutter,['Glitch'],,,,,,,,False,0.0,False,destroy fx|scrubby,True,,True,name/format heuristic,True,auto_strict
VST: SEGX2 Gate (Sonic Anomaly),SEGX2 Gate,Sonic Anomaly,VST,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,False,,1106,C:\Program Files\Common Files\VST2\SEGX2 Gate.x64.dll,Gate/TranceGate,Dynamics; Gate/TranceGate,Dynamics/GateExpander,Dynamics/GateExpander,Bus/Groups;Bus/Tracks,gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander,Dynamics/GateExpander,['Dynamics/GateExpander'],,,,,,,,False,0.0,False,sonic anomaly|segx2 gate,True,,True,keyword: gate/expander,True,auto_strict
